Order_ID,Order_Date,Customer_ID,Customer_Type,Country,City,Product_Category,Product_Name,Quantity,Unit_Price_USD,Subtotal_USD,Discount_Percent,Discount_Amount_USD,Tax_Rate_Percent,Tax_Amount_USD,Shipping_Cost_USD,Insurance_Cost_USD,Total_Amount_USD,Currency,Order_Status,Delivery_Date,Payment_Method,Payment_Status,Sales_Rep_ID,Agent_Name,Warehouse_Country,Warehouse_City,Shipping_Method,Priority,Notes
ORD-0003210,11/9/2022,CUST-01476,Corporate,Saudi Arabia,Jubail,Food & Beverage,Beverages,2806,4147.35,11637464.1,10.01,1164910.16,15,1570883.09,1159.1,70265.5,12114861.63,USD,Shipped,11/11/2022,Credit Card,Partial,EMP-00089,Arabian Shipping Co.,Oman,Sur,Road Transport,Medium,Express required
ORD-0003211,11/22/2023,CUST-01355,Individual,Saudi Arabia,Medina,Industrial,Electrical,18,39.69,714.42,4.3,30.72,15,102.55,2067.38,0,2853.63,USD,Delivered,12/8/2023,Credit Card,Paid,EMP-00103,Red Sea Transport,UAE,Fujairah,Sea Freight,Medium,Express required
ORD-0003212,1/3/2020,CUST-00945,Government,UAE,Ras Al Khaimah,Electronics,Smart Watches,7197,6154.22,44291921.34,0.31,137304.96,5,2207730.82,4885.94,354600.38,46721833.52,USD,Delivered,1/31/2020,Credit Card,Paid,EMP-00206,Desert Express Logistics,Oman,Salalah,Rail Freight,Urgent,Express required
ORD-0003213,5/29/2021,CUST-01157,E-commerce Platform,Bahrain,Muharraq,Sports & Outdoors,Camping Gear,83,245.86,20406.38,2.39,487.71,10,1991.87,943.54,167.39,23021.47,USD,Delivered,6/16/2021,Credit Card,Paid,EMP-00283,COSCO Shipping Gulf,Kuwait,Hawalli,Air Freight,Medium,Express required
ORD-0003216,9/16/2021,CUST-00857,Small Business,Qatar,Doha,Beauty & Health,Makeup,354,854.12,302358.48,3.89,11761.74,0,0,2291.15,1723.45,294611.34,USD,Delivered,10/1/2021,Credit Card,Paid,EMP-00225,FedEx Middle East,Oman,Muscat,Express Courier,Medium,Express required
ORD-0003217,10/17/2025,CUST-01256,Corporate,Kuwait,Kuwait City,Home & Garden,Cleaning,935,964.47,901779.45,16.33,147260.58,0,0,3312.41,7467.02,765298.3,USD,Delivered,10/21/2025,Letter of Credit,Paid,EMP-00089,Arabian Shipping Co.,Kuwait,Ahmadi,Sea Freight,Medium,Express required
ORD-0003218,11/19/2023,CUST-01161,Individual,Bahrain,Riffa,Food & Beverage,Organic Foods,7,613.79,4296.53,1.07,45.97,10,425.06,4055.88,0,8731.5,USD,Delivered,12/1/2023,Credit Card,Paid,EMP-00098,GAC Logistics,UAE,Ras Al Khaimah,Express Courier,Medium,Express required
ORD-0003219,8/27/2020,CUST-01439,Individual,Bahrain,Muharraq,Fashion,Accessories,11,849.85,9348.35,3.2,299.15,10,904.92,242.09,0,10196.21,USD,Delivered,9/10/2020,Credit Card,Paid,EMP-00269,Maersk Gulf,Kuwait,Hawalli,Air Freight,Medium,Express required
ORD-0003220,9/2/2023,CUST-01066,Individual,Oman,Sohar,Beauty & Health,Medical Devices,1,159.75,159.75,2.9,4.63,5,7.76,2655.73,0,2818.61,USD,Delivered,10/1/2023,Cash on Delivery,Paid,EMP-00152,Gulf Logistics Partners,Oman,Sur,Express Courier,Medium,Hazardous materials
ORD-0003221,8/15/2023,CUST-01401,Government,Saudi Arabia,Riyadh,Automotive,Tires,8706,4016.46,34967300.76,2.09,730816.59,15,5135472.63,2732.41,116569.4,39491258.61,USD,Delivered,8/24/2023,Bank Transfer,Paid,EMP-00234,Arabian Shipping Co.,UAE,Sharjah,Air Freight,Medium,Express required
ORD-0003222,3/4/2023,CUST-01403,Small Business,Bahrain,Riffa,Electronics,Gaming Consoles,278,1138.85,316600.3,10.77,34097.85,10,28250.25,1412.3,2236.32,314401.32,USD,Delivered,3/22/2023,Cash on Delivery,Paid,EMP-00103,GAC Logistics,Bahrain,Manama,Road Transport,Urgent,Fragile items
ORD-0003223,11/13/2025,CUST-01226,Government,UAE,Abu Dhabi,Electronics,TVs,1599,4908.66,7848947.34,9.35,733876.58,5,355753.54,2116.36,33437.09,7506377.75,USD,Delivered,11/28/2025,Cash on Delivery,Paid,EMP-00152,CMA CGM Middle East,Qatar,Al Rayyan,Sea Freight,High,Express required
ORD-0003224,6/4/2023,CUST-00366,Corporate,Kuwait,Salmiya,Sports & Outdoors,Team Sports,2716,2614.8,7101796.8,15.26,1083734.19,0,0,3912.48,26420.71,6048395.8,USD,Delivered,6/26/2023,Credit Card,Paid,EMP-00242,Maersk Gulf,UAE,Fujairah,Sea Freight,Medium,Express required
ORD-0003226,3/3/2022,CUST-00650,Corporate,Kuwait,Hawalli,Electronics,Laptops,3748,3040.51,11395831.48,12.39,1411943.52,0,0,4597.68,64853.08,10053338.72,USD,Shipped,3/13/2022,Cash on Delivery,Paid,EMP-00241,CMA CGM Middle East,UAE,Abu Dhabi,Sea Freight,Low,Express required
ORD-0003227,9/6/2024,CUST-01005,Corporate,Bahrain,Isa Town,Beauty & Health,Medical Devices,3438,3612.65,12420290.7,9.04,1122794.28,10,1129749.64,248.93,99949.88,12527444.87,USD,Returned,9/21/2024,Letter of Credit,Paid,EMP-00239,CMA CGM Middle East,UAE,Sharjah,Express Courier,Medium,Express required
ORD-0003228,12/3/2025,CUST-01288,Individual,Oman,Muscat,Food & Beverage,Packaged Foods,6,699.47,4196.82,3.86,162,5,201.74,383.53,0,4620.09,USD,Shipped,12/16/2025,Credit Card,Paid,EMP-00283,Middle East Freight Solutions,Kuwait,Jahra,Rail Freight,Medium,Express required
ORD-0003229,6/7/2020,CUST-01337,Corporate,Saudi Arabia,Taif,Electronics,Smartphones,1127,3672.53,4138941.31,8.11,335668.14,15,570490.98,3181.09,32958.53,4409903.77,USD,Delivered,6/20/2020,Credit Card,Paid,EMP-00239,Hapag-Lloyd Gulf,Kuwait,Jahra,Sea Freight,High,Express required
ORD-0003230,9/5/2025,CUST-01465,Corporate,Saudi Arabia,Mecca,Beauty & Health,Dental Care,888,3458.27,3070943.76,18.33,562903.99,15,376205.97,522.64,9168.83,2893937.21,USD,Delivered,9/29/2025,Digital Wallet,Paid,EMP-00234,Desert Express Logistics,Saudi Arabia,Mecca,Air Freight,Low,Express required
ORD-0003231,4/18/2025,CUST-01146,Individual,Saudi Arabia,Jubail,Fashion,Watches,4,520.2,2080.8,0.03,0.62,15,312.03,3852.84,0,6245.05,USD,Delivered,5/18/2025,Letter of Credit,Paid,EMP-00197,CMA CGM Middle East,Qatar,Doha,Road Transport,Medium,Express required
ORD-0003233,3/12/2022,CUST-00568,Corporate,Oman,Sohar,Home & Garden,Textiles,2982,72.2,215300.4,15.66,33716.04,5,9079.22,3670.66,1889.16,196223.4,USD,Delivered,3/28/2022,Letter of Credit,Pending,EMP-00167,FedEx Middle East,Kuwait,Hawalli,Express Courier,Medium,Express required
ORD-0003234,2/1/2023,CUST-00316,Small Business,Saudi Arabia,Jeddah,Home & Garden,Kitchen Appliances,396,1688.37,668594.52,10.27,68664.66,15,89989.48,4225.09,3834.69,697979.12,USD,Delivered,2/22/2023,Digital Wallet,Paid,EMP-00248,Desert Express Logistics,Bahrain,Isa Town,Air Freight,Urgent,Express required
ORD-0003235,2/28/2020,CUST-00347,Corporate,Kuwait,Jahra,Electronics,Laptops,693,3905.64,2706608.52,21.65,585980.74,0,0,2320.06,14744.1,2137691.94,USD,Shipped,3/4/2020,Credit Card,Pending,EMP-00134,Aramex,Oman,Nizwa,Sea Freight,Medium,Express required
ORD-0003236,3/5/2023,CUST-01063,Small Business,Saudi Arabia,Dammam,Sports & Outdoors,Swimming Gear,210,1678.63,352512.3,13.89,48963.96,15,45532.25,4292.09,3359.96,356732.64,USD,Delivered,3/30/2023,Installments,Pending,EMP-00225,Desert Express Logistics,Bahrain,Muharraq,Sea Freight,Medium,Express required
ORD-0003238,4/18/2025,CUST-00007,Individual,Kuwait,Salmiya,Beauty & Health,Makeup,4,274.03,1096.12,0.02,0.22,0,0,3008.11,0,4104.01,USD,Delivered,5/5/2025,Credit Card,Paid,EMP-00242,Arabian Shipping Co.,Oman,Sur,Road Transport,Medium,Express required
ORD-0003239,8/4/2019,CUST-00500,Small Business,Bahrain,Hamad Town,Sports & Outdoors,Fishing,93,911.84,84801.12,3.78,3205.48,10,8159.56,1690.32,120.55,91566.07,USD,Delivered,8/25/2019,Bank Transfer,Paid,EMP-00134,Desert Express Logistics,UAE,Ajman,Road Transport,Low,Hazardous materials
ORD-0003240,11/6/2021,CUST-00492,Individual,Kuwait,Jahra,Electronics,Gaming Consoles,9,570.86,5137.74,3.62,185.99,0,0,205.43,0,5157.18,USD,Delivered,11/18/2021,Cash on Delivery,Paid,EMP-00241,Middle East Freight Solutions,Saudi Arabia,Dammam,Road Transport,Medium,Express required
ORD-0003242,1/18/2021,CUST-00300,Small Business,Oman,Salalah,Fashion,Watches,216,1442.99,311685.84,14.88,46378.85,5,13265.35,1032.8,1958.92,281564.06,USD,Delivered,2/14/2021,Digital Wallet,Paid,EMP-00076,Hapag-Lloyd Gulf,Kuwait,Salmiya,Sea Freight,Low,Express required
ORD-0003243,6/28/2019,CUST-01054,Government,UAE,Fujairah,Automotive,Tires,603,4358.09,2627928.27,1.2,31535.14,5,129819.66,75.49,21166.82,2747455.1,USD,Delivered,7/25/2019,Bank Transfer,Paid,EMP-00234,Kanoo Shipping,Oman,Sohar,Air Freight,High,Express required
ORD-0003244,1/16/2020,CUST-01134,E-commerce Platform,Kuwait,Salmiya,Electronics,Tablets,96,479.93,46073.28,6.06,2792.04,0,0,2294.7,66.73,45642.67,USD,Delivered,1/21/2020,Cash on Delivery,Paid,EMP-00134,Al Futtaim Logistics,Bahrain,Isa Town,Express Courier,Low,Express required
ORD-0003245,6/3/2021,CUST-01098,Corporate,Qatar,Lusail,Industrial,Safety Equipment,4677,4981.06,23296417.62,15.89,3701800.76,0,0,2792.9,105750.53,19703160.29,USD,Delivered,6/8/2021,Letter of Credit,Paid,EMP-00197,Hapag-Lloyd Gulf,Oman,Muscat,Express Courier,High,Express required
ORD-0003246,9/3/2025,CUST-00637,Individual,UAE,Abu Dhabi,Beauty & Health,Skincare,14,912.33,12772.62,14.56,1859.69,5,545.65,4747,44.04,16249.62,USD,Delivered,9/19/2025,Digital Wallet,Paid,EMP-00283,Hapag-Lloyd Gulf,Kuwait,Jahra,Air Freight,Medium,Express required
ORD-0003248,11/2/2022,CUST-00184,Government,Qatar,Al Rayyan,Food & Beverage,Health Foods,6485,3883.97,25187545.45,7.11,1790834.48,0,0,4752.54,227643.03,23629106.54,USD,Shipped,11/8/2022,Bank Transfer,Paid,EMP-00224,FedEx Middle East,Qatar,Doha,Express Courier,Medium,Express required
ORD-0003250,3/9/2025,CUST-00140,Corporate,UAE,Dubai,Fashion,Women Clothing,4226,1548.83,6545355.58,12.99,850241.69,5,284755.69,4795.84,46781.57,6031446.99,USD,Shipped,3/21/2025,Digital Wallet,Paid,EMP-00134,Middle East Freight Solutions,Qatar,Al Wakrah,Air Freight,Medium,Express required
ORD-0003252,11/23/2025,CUST-00354,Small Business,Oman,Nizwa,Food & Beverage,Frozen Foods,394,1330.32,524146.08,5.66,29666.67,5,24723.97,877.15,2727.44,522807.97,USD,Delivered,12/20/2025,Digital Wallet,Paid,EMP-00239,Middle East Freight Solutions,Qatar,Al Khor,Air Freight,Medium,Express required
ORD-0003253,11/8/2019,CUST-01412,E-commerce Platform,Bahrain,Riffa,Beauty & Health,Vitamins,53,282.11,14951.83,5.56,831.32,10,1412.05,3105.73,117.2,18755.49,USD,Shipped,11/23/2019,Credit Card,Partial,EMP-00224,COSCO Shipping Gulf,Saudi Arabia,Jeddah,Rail Freight,High,Express required
ORD-0003254,8/20/2019,CUST-00110,Corporate,Bahrain,Isa Town,Electronics,Power Banks,2786,2049.08,5708736.88,6.56,374493.14,10,533424.37,1298.49,47274.42,5916241.02,USD,Delivered,9/11/2019,Credit Card,Paid,EMP-00242,Al Futtaim Logistics,Kuwait,Ahmadi,Air Freight,High,Express required
ORD-0003255,11/24/2019,CUST-00567,Corporate,Kuwait,Kuwait City,Beauty & Health,Vitamins,2499,1216.53,3040108.47,7.33,222839.95,0,0,3311.78,19322.84,2839903.14,USD,Shipped,12/1/2019,Bank Transfer,Paid,EMP-00242,GAC Logistics,Qatar,Al Khor,Sea Freight,Medium,Express required
ORD-0003256,10/11/2020,CUST-00595,Small Business,Kuwait,Jahra,Fashion,Shoes,479,425.88,203996.52,13.7,27947.52,0,0,3351.62,1089.08,180489.7,USD,Shipped,10/18/2020,Credit Card,Paid,EMP-00051,Aramex,Kuwait,Ahmadi,Air Freight,Low,Express required
ORD-0003257,1/31/2020,CUST-00879,Small Business,Oman,Sohar,Food & Beverage,Organic Foods,421,1503.71,633061.91,4.92,31146.65,5,30095.76,929.23,4861.38,637801.63,USD,Delivered,2/21/2020,Digital Wallet,Pending,EMP-00241,Gulf Logistics Partners,Oman,Sur,Rail Freight,Low,Express required
ORD-0003258,8/5/2025,CUST-00365,Individual,UAE,Ras Al Khaimah,Home & Garden,Dining,11,967.17,10638.87,3.82,406.4,5,511.62,3194.14,75.91,14014.14,USD,Shipped,8/15/2025,Credit Card,Partial,EMP-00269,Hapag-Lloyd Gulf,Bahrain,Manama,Air Freight,Low,Express required
ORD-0003259,6/14/2020,CUST-00787,Small Business,Bahrain,Isa Town,Automotive,Car Care,47,1604.48,75410.56,3.94,2971.18,10,7243.94,2946.14,108.59,82738.05,USD,Delivered,7/13/2020,Cash on Delivery,Pending,EMP-00279,Gulf Logistics Partners,UAE,Abu Dhabi,Road Transport,Urgent,Express required
ORD-0003260,9/8/2024,CUST-00877,Corporate,Kuwait,Kuwait City,Automotive,Car Accessories,1622,4302.95,6979384.9,12.27,856370.53,0,0,4442.87,58725.16,6186182.4,USD,Delivered,9/9/2024,Credit Card,Paid,EMP-00269,Aramex,Kuwait,Salmiya,Road Transport,High,Express required
ORD-0003261,3/2/2022,CUST-00074,E-commerce Platform,UAE,Dubai,Beauty & Health,Personal Care,5,154.63,773.15,0.51,3.94,5,38.46,176.48,0,984.15,USD,Delivered,3/24/2022,Credit Card,Paid,EMP-00228,Middle East Freight Solutions,Kuwait,Salmiya,Air Freight,Urgent,Hazardous materials
ORD-0003264,6/28/2024,CUST-00656,Individual,Qatar,Al Khor,Fashion,Jewelry,16,108.2,1731.2,0.19,3.29,0,0,2262.27,0,3990.18,USD,Shipped,6/30/2024,Letter of Credit,Paid,EMP-00051,Desert Express Logistics,Bahrain,Manama,Sea Freight,Medium,Express required
ORD-0003265,11/21/2023,CUST-00201,Government,Qatar,Lusail,Home & Garden,Cleaning,2049,4486.33,9192490.17,5.79,532245.18,0,0,1292.06,18483.45,8680020.5,USD,Delivered,11/26/2023,Credit Card,Paid,EMP-00269,Pearl Harbor Freight,Qatar,Doha,Air Freight,High,Express required
ORD-0003266,10/17/2025,CUST-01175,Individual,Saudi Arabia,Jeddah,Food & Beverage,Dairy,8,662.39,5299.12,4.52,239.52,15,758.94,985.95,0,6804.49,USD,Delivered,11/10/2025,Bank Transfer,Paid,EMP-00224,FedEx Middle East,Bahrain,Riffa,Sea Freight,High,Express required
ORD-0003267,9/10/2022,CUST-00570,Individual,Oman,Sohar,Beauty & Health,Fragrances,5,560.2,2801,4.11,115.12,5,134.29,4736.74,0,7556.91,USD,Delivered,9/18/2022,Installments,Paid,EMP-00134,Kanoo Shipping,Kuwait,Kuwait City,Air Freight,Low,Express required
ORD-0003270,7/2/2021,CUST-00610,Individual,Kuwait,Jahra,Home & Garden,Garden Tools,4,127.97,511.88,2.07,10.6,0,0,2525.41,0,3026.69,USD,Delivered,7/28/2021,Credit Card,Paid,EMP-00234,Kanoo Shipping,UAE,Dubai,Sea Freight,High,Bulk order
ORD-0003272,11/4/2025,CUST-01324,Corporate,Bahrain,Muharraq,Home & Garden,Cleaning,1908,129.82,247696.56,23.73,58778.39,10,18891.82,2925.46,2434.19,213169.64,USD,Shipped,11/7/2025,Letter of Credit,Paid,EMP-00167,Pearl Harbor Freight,UAE,Ras Al Khaimah,Air Freight,Low,Express required
ORD-0003273,3/20/2024,CUST-01399,E-commerce Platform,Bahrain,Riffa,Automotive,Exterior,79,458.21,36198.59,2.47,894.11,10,3530.45,383.66,183.65,39402.24,USD,Delivered,4/16/2024,Bank Transfer,Paid,EMP-00279,Pearl Harbor Freight,Saudi Arabia,Jeddah,Road Transport,Urgent,Express required
ORD-0003274,7/24/2024,CUST-01464,Individual,Bahrain,Isa Town,Sports & Outdoors,Fitness Equipment,4,962.25,3849,3.84,147.8,10,370.12,2801.77,0,6873.09,USD,Delivered,8/13/2024,Digital Wallet,Pending,EMP-00134,Agility Logistics,Bahrain,Muharraq,Sea Freight,Medium,Express required
ORD-0003275,8/14/2023,CUST-00257,E-commerce Platform,Bahrain,Riffa,Home & Garden,Textiles,57,95.6,5449.2,4.53,246.85,10,520.24,2699.95,0,8422.54,USD,Delivered,8/19/2023,Credit Card,Pending,EMP-00206,Pearl Harbor Freight,UAE,Dubai,Road Transport,Low,Express required
ORD-0003276,8/30/2024,CUST-00269,Individual,Qatar,Doha,Automotive,Oils,1,667.81,667.81,0.5,3.34,0,0,4224.83,0,4889.3,USD,Shipped,9/2/2024,Credit Card,Paid,EMP-00241,MSC Arabian,Kuwait,Kuwait City,Sea Freight,High,Temperature controlled
ORD-0003277,8/2/2024,CUST-01041,Government,Oman,Muscat,Electronics,Power Banks,2547,7440.22,18950240.34,9.3,1762372.35,5,859393.4,286.61,66157.19,18113705.19,USD,Delivered,8/31/2024,Credit Card,Paid,EMP-00153,Evergreen Gulf Services,Qatar,Doha,Rail Freight,High,Express required
ORD-0003278,10/19/2024,CUST-00907,Individual,Oman,Nizwa,Home & Garden,Storage,3,694.24,2082.72,4.89,101.85,5,99.04,2800.83,0,4880.74,USD,Delivered,10/29/2024,Credit Card,Paid,EMP-00098,Hapag-Lloyd Gulf,Qatar,Lusail,Express Courier,Urgent,Express required
ORD-0003279,11/21/2024,CUST-01323,Small Business,UAE,Sharjah,Electronics,Power Banks,168,1724.66,289742.88,13.07,37869.39,5,12593.67,3972.7,2124.25,270564.11,USD,Delivered,12/15/2024,Credit Card,Pending,EMP-00233,DHL Gulf,UAE,Fujairah,Road Transport,High,Hazardous materials
ORD-0003281,5/22/2022,CUST-00212,Small Business,Bahrain,Isa Town,Sports & Outdoors,Swimming Gear,496,394.18,195513.28,12.87,25162.56,10,17035.07,1641.2,1645.38,190672.37,USD,Delivered,6/1/2022,Bank Transfer,Paid,EMP-00153,GAC Logistics,Oman,Sohar,Air Freight,Medium,Hazardous materials
ORD-0003282,10/11/2019,CUST-00522,Individual,Saudi Arabia,Jeddah,Home & Garden,Garden Tools,13,857.39,11146.07,9.48,1056.65,15,1513.41,4521.72,19.58,16144.13,USD,Delivered,10/20/2019,Bank Transfer,Paid,EMP-00216,Aramex,Saudi Arabia,Jeddah,Sea Freight,Low,Express required
ORD-0003284,2/10/2024,CUST-00987,Government,UAE,Abu Dhabi,Automotive,Lighting,8123,8600.52,69862023.96,9.6,6706754.3,5,3157763.48,4715.89,468574.6,66786323.63,USD,Delivered,2/29/2024,Digital Wallet,Paid,EMP-00269,Middle East Freight Solutions,UAE,Abu Dhabi,Express Courier,Medium,Express required
ORD-0003285,8/10/2020,CUST-01021,Corporate,Qatar,Al Rayyan,Home & Garden,Storage,4945,2047.37,10124244.65,16.87,1707960.07,0,0,1617.68,91026.09,8508928.35,USD,Delivered,8/19/2020,Bank Transfer,Paid,EMP-00248,Hapag-Lloyd Gulf,UAE,Abu Dhabi,Sea Freight,Urgent,Express required
ORD-0003286,10/3/2023,CUST-00642,Government,Kuwait,Salmiya,Industrial,Measuring,2895,4499.84,13027036.8,5.75,749054.62,0,0,4800.93,52601.15,12335384.26,USD,Delivered,11/2/2023,Credit Card,Paid,EMP-00241,COSCO Shipping Gulf,Oman,Sohar,Road Transport,Low,Fragile items
ORD-0003287,7/30/2023,CUST-01307,Small Business,UAE,Abu Dhabi,Beauty & Health,Personal Care,305,1709.69,521455.45,6.46,33686.02,5,24388.47,2433.45,835.27,515426.62,USD,Delivered,8/3/2023,Credit Card,Paid,EMP-00098,FedEx Middle East,Saudi Arabia,Taif,Air Freight,Medium,Express required
ORD-0003288,5/3/2023,CUST-00040,Corporate,Oman,Salalah,Beauty & Health,Hair Care,744,3831.96,2850978.24,12.8,364925.21,5,124302.65,1051.2,15731.63,2627138.51,USD,Delivered,5/4/2023,Bank Transfer,Paid,EMP-00051,Aramex,UAE,Dubai,Rail Freight,Medium,Express required
ORD-0003289,12/24/2021,CUST-00308,Small Business,UAE,Ajman,Sports & Outdoors,Running,250,1281.49,320372.5,2.51,8041.35,5,15616.56,4534.77,3076.91,335559.39,USD,Delivered,1/18/2022,Credit Card,Paid,EMP-00234,COSCO Shipping Gulf,Qatar,Al Rayyan,Air Freight,Medium,Express required
ORD-0003290,9/24/2021,CUST-00012,Corporate,Saudi Arabia,Medina,Industrial,Raw Materials,3024,2265.53,6850962.72,5.26,360360.64,15,973590.31,4555.2,13068.15,7481815.74,USD,Delivered,10/8/2021,Credit Card,Paid,EMP-00269,Gulf Logistics Partners,UAE,Ras Al Khaimah,Road Transport,High,Express required
ORD-0003291,4/7/2025,CUST-00671,E-commerce Platform,Saudi Arabia,Dammam,Electronics,Power Banks,19,275.88,5241.72,3.45,180.84,15,759.13,4157.05,0,9977.06,USD,Delivered,4/19/2025,Credit Card,Paid,EMP-00103,Evergreen Gulf Services,UAE,Ras Al Khaimah,Sea Freight,High,Express required
ORD-0003292,11/12/2025,CUST-00429,Individual,Saudi Arabia,Mecca,Sports & Outdoors,Team Sports,6,419.21,2515.26,1.08,27.16,15,373.22,751.04,0,3612.36,USD,Delivered,11/29/2025,Credit Card,Paid,EMP-00233,Arabian Shipping Co.,Qatar,Al Wakrah,Air Freight,Medium,Express required
ORD-0003293,10/15/2020,CUST-00408,E-commerce Platform,Saudi Arabia,Jeddah,Industrial,Tools,31,144.11,4467.41,3.76,167.97,15,644.92,4577.91,0,9522.27,USD,Delivered,10/26/2020,Credit Card,Paid,EMP-00098,UPS Arabia,Qatar,Al Khor,Express Courier,High,Express required
ORD-0003297,7/6/2019,CUST-00097,Individual,Saudi Arabia,Taif,Fashion,Sportswear,1,769.56,769.56,4.65,35.78,15,110.07,1570.18,0,2414.03,USD,Delivered,7/30/2019,Digital Wallet,Paid,EMP-00098,GAC Logistics,UAE,Ras Al Khaimah,Express Courier,High,Express required
ORD-0003298,12/31/2022,CUST-00770,Small Business,Oman,Sur,Home & Garden,Cleaning,448,638.08,285859.84,14.95,42736.05,5,12156.19,2260.81,1980.84,259521.63,USD,Shipped,1/8/2023,Letter of Credit,Pending,EMP-00167,FedEx Middle East,Qatar,Al Wakrah,Road Transport,Medium,Express required
ORD-0003299,1/19/2021,CUST-00620,Individual,UAE,Fujairah,Automotive,Lighting,5,766.45,3832.25,4.27,163.64,5,183.43,2555.14,0,6407.18,USD,Delivered,2/5/2021,Credit Card,Paid,EMP-00089,DHL Gulf,Qatar,Al Wakrah,Express Courier,Medium,Express required
ORD-0003301,5/21/2021,CUST-00542,Corporate,Qatar,Al Rayyan,Sports & Outdoors,Yoga,3831,2235.82,8565426.42,9.83,841981.42,0,0,1931.1,85006.45,7810382.55,USD,Delivered,6/11/2021,Bank Transfer,Paid,EMP-00076,MSC Arabian,Bahrain,Hamad Town,Sea Freight,Low,Express required
ORD-0003302,10/15/2022,CUST-00026,E-commerce Platform,Kuwait,Hawalli,Beauty & Health,Hair Care,45,341.04,15346.8,12.89,1978.2,0,0,2307.99,92.16,15768.75,USD,Delivered,11/11/2022,Bank Transfer,Overdue,EMP-00103,FedEx Middle East,Kuwait,Hawalli,Road Transport,High,Bulk order
ORD-0003303,9/11/2025,CUST-00302,Small Business,UAE,Ajman,Automotive,Electronics,30,1753.48,52604.4,11.93,6275.7,5,2316.44,817.03,523.37,49985.54,USD,Delivered,10/11/2025,Credit Card,Paid,EMP-00241,Maersk Gulf,Bahrain,Manama,Air Freight,Low,Express required
ORD-0003304,7/13/2022,CUST-00105,Individual,Kuwait,Kuwait City,Industrial,Measuring,18,482.27,8680.86,3.59,311.64,0,0,756.51,0,9125.73,USD,Delivered,8/10/2022,Bank Transfer,Paid,EMP-00153,Al Futtaim Logistics,UAE,Ras Al Khaimah,Sea Freight,Low,Express required
ORD-0003305,8/2/2021,CUST-01371,Individual,Qatar,Lusail,Automotive,Electronics,20,556.68,11133.6,7.81,869.53,0,0,1326.63,97.56,11688.26,USD,Delivered,8/8/2021,Credit Card,Paid,EMP-00214,GAC Logistics,Qatar,Lusail,Sea Freight,Medium,Express required
ORD-0003310,9/14/2025,CUST-00331,Individual,Oman,Sohar,Food & Beverage,Beverages,15,670.05,10050.75,5.75,577.92,5,473.64,1343.07,21.8,11311.34,USD,Delivered,9/28/2025,Credit Card,Paid,EMP-00103,MSC Arabian,Bahrain,Isa Town,Sea Freight,Medium,Express required
ORD-0003312,11/15/2022,CUST-00639,Small Business,Qatar,Al Rayyan,Fashion,Men Clothing,232,170.66,39593.12,6.47,2561.67,0,0,1147.15,139.78,38318.38,USD,Delivered,11/28/2022,Bank Transfer,Paid,EMP-00098,MSC Arabian,Oman,Sur,Express Courier,Low,Express required
ORD-0003313,12/4/2023,CUST-00690,E-commerce Platform,Bahrain,Hamad Town,Fashion,Men Clothing,67,482.15,32304.05,12.68,4096.15,10,2820.79,2561.7,71.57,33661.96,USD,Delivered,12/23/2023,Credit Card,Paid,EMP-00279,Red Sea Transport,Saudi Arabia,Taif,Sea Freight,Low,Express required
ORD-0003314,4/29/2021,CUST-00992,Individual,Bahrain,Isa Town,Electronics,Smart Watches,8,904.63,7237.04,1.73,125.2,10,711.18,4788.45,0,12611.47,USD,Delivered,5/15/2021,Credit Card,Paid,EMP-00089,Aramex,Oman,Sohar,Express Courier,Medium,Express required
ORD-0003315,6/16/2019,CUST-00476,Small Business,Kuwait,Ahmadi,Food & Beverage,Beverages,490,673.1,329819,14.35,47329.03,0,0,3917.05,806.98,287214,USD,Delivered,6/19/2019,Credit Card,Paid,EMP-00214,Evergreen Gulf Services,Oman,Nizwa,Sea Freight,High,Temperature controlled
ORD-0003316,2/3/2024,CUST-00691,Corporate,Oman,Nizwa,Food & Beverage,Frozen Foods,4812,1052.52,5064726.24,11.12,563197.56,5,225076.43,442.96,49491.67,4776539.74,USD,Delivered,2/19/2024,Bank Transfer,Paid,EMP-00228,Middle East Freight Solutions,Bahrain,Riffa,Sea Freight,Urgent,Express required
ORD-0003317,5/29/2022,CUST-00734,Individual,UAE,Dubai,Home & Garden,Furniture,3,91.69,275.07,2.19,6.02,5,13.45,166.78,0,449.28,USD,Delivered,6/23/2022,Bank Transfer,Paid,EMP-00239,Middle East Freight Solutions,Qatar,Al Wakrah,Sea Freight,Urgent,Express required
ORD-0003318,3/8/2023,CUST-00231,Small Business,Bahrain,Hamad Town,Industrial,Packaging,252,1687.95,425363.4,11.97,50916,10,37444.74,2207.01,4123.01,418222.16,USD,Delivered,3/11/2023,Credit Card,Paid,EMP-00152,Desert Express Logistics,UAE,Fujairah,Air Freight,High,Express required
ORD-0003319,3/12/2020,CUST-00284,Individual,UAE,Ajman,Beauty & Health,Body Care,13,775.81,10085.53,3.86,389.3,5,484.81,4886.96,67.86,15135.86,USD,Shipped,3/25/2020,Letter of Credit,Pending,EMP-00228,MSC Arabian,Qatar,Al Khor,Sea Freight,High,Express required
