Inventory_ID,Warehouse_ID,Warehouse_Name,Country,City,SKU,Product_Category,Product_Name,Current_Stock,Reorder_Level,Max_Stock_Capacity,Unit_Cost_USD,Unit_Price_USD,Stock_Value_USD,Received_Date,Expiry_Date,Units_Received_YTD,Units_Shipped_YTD,Units_Returned_YTD,Stock_Turnover_Rate,Quality_Status,Storage_Zone,Shelf_Location,Batch_Number,Supplier_Name,Last_Stock_Count_Date,Stock_Count_Variance,Handler_Employee_ID,Temperature_Required,Hazardous_Class,Barcode,Weight_Per_Unit_KG,Dimensions_CM
INV-0001902,WH-010,CNF Doha Distribution Center,Qatar,Doha,SKU-BEA-6560-184,Beauty & Health,Medical Devices,9868,178,10441,4266.27,7591.81,42099552.36,4/18/2025,12/31/2025,30413,4016,138,0.41,Good,C2,C2-43-3,BATCH-2021138,Asia Trade Partners,7/12/2025,0,EMP-00174,15-25°C,None,8.9071E+12,24.92,139x92x9
INV-0001903,WH-011,CNF Al Wakrah Distribution Center,Qatar,Al Wakrah,SKU-AUT-1228-518,Automotive,Tires,7633,110,12155,2289.82,6169.64,17478196.06,5/8/2021,12/5/2025,30266,9775,473,1.28,Good,High Value,High Value-35-4,BATCH-2025673,Euro Logistics,12/25/2023,-50,EMP-00046,Ambient,None,8.9028E+12,24.25,130x34x42
INV-0001904,WH-009,CNF Salmiya Distribution Center,Kuwait,Salmiya,SKU-BEA-8653-939,Beauty & Health,Fragrances,9511,300,12222,1968.64,4225.38,18723735.04,5/18/2024,4/29/2025,49281,9641,421,1.01,Good,B1,B1-2-4,BATCH-2019300,China Export Hub,12/5/2024,-7,EMP-00184,-20°C,None,8.90869E+12,73.38,21x12x10
INV-0001905,WH-009,CNF Salmiya Distribution Center,Kuwait,Salmiya,SKU-SPO-4652-471,Sports & Outdoors,Fitness Equipment,9757,195,14125,363.42,719.01,3545888.94,2/17/2025,12/5/2025,44581,27829,1147,2.85,Good,A2,A2-27-8,BATCH-2022513,Euro Logistics,12/28/2025,21,EMP-00020,Ambient,None,8.90507E+12,77.9,139x81x20
INV-0001906,WH-011,CNF Al Wakrah Distribution Center,Qatar,Al Wakrah,SKU-HOM-7071-263,Home & Garden,Kitchen Appliances,8590,427,12604,2090.66,3215.62,17958769.4,6/12/2025,12/5/2025,48733,40993,1023,4.77,Good,C2,C2-24-1,BATCH-2019440,Asia Trade Partners,7/1/2025,35,EMP-00175,Ambient,None,8.90698E+12,45.94,31x38x24
INV-0001907,WH-013,CNF Manama Distribution Center,Bahrain,Manama,SKU-ELE-1036-378,Electronics,Power Banks,3099,315,6575,4626.78,8143.05,14338391.22,6/18/2024,12/5/2025,35981,4376,66,1.41,Good,C2,C2-31-8,BATCH-2019791,Global Supply Co.,10/21/2025,32,EMP-00058,Ambient,None,8.90719E+12,10.49,175x36x40
INV-0001908,WH-018,CNF Sohar Distribution Center,Oman,Sohar,SKU-AUT-3288-634,Automotive,Car Care,5817,143,8844,4915.98,9929.26,28596255.66,7/17/2024,12/5/2025,837,278,0,0.05,Good,B1,B1-30-1,BATCH-2025089,Global Supply Co.,11/5/2025,27,EMP-00020,Ambient,None,8.90558E+12,19.59,169x31x44
INV-0001909,WH-018,CNF Sohar Distribution Center,Oman,Sohar,SKU-IND-5288-572,Industrial,Plumbing,1345,153,4625,3277.83,4626.79,4408681.35,1/23/2020,12/5/2025,19531,4471,49,3.32,Good,C1,C1-4-9,BATCH-2019827,Global Supply Co.,11/28/2022,22,EMP-00190,Ambient,None,8.90878E+12,63.75,69x87x24
INV-0001910,WH-003,CNF Sharjah Distribution Center,UAE,Sharjah,SKU-BEA-8942-849,Beauty & Health,Dental Care,5616,286,6105,1051.63,2083.96,5905954.08,6/16/2025,12/31/2025,13900,5171,2,0.92,Good,A2,A2-29-5,BATCH-2021884,China Export Hub,12/7/2025,28,EMP-00274,2-8°C,None,8.90141E+12,97.57,77x27x24
INV-0001911,WH-008,CNF Hawalli Distribution Center,Kuwait,Hawalli,SKU-AUT-8077-656,Automotive,Oils,1113,268,1940,169.11,207.51,188219.43,7/30/2021,12/5/2025,6333,6266,83,5.63,Good,A2,A2-39-9,BATCH-2024293,Turkey Logistics,9/20/2022,43,EMP-00290,Ambient,None,8.90981E+12,46.94,116x57x46
INV-0001912,WH-013,CNF Manama Distribution Center,Bahrain,Manama,SKU-FAS-2425-605,Fashion,Sunglasses,7809,495,12435,4669.02,11031.14,36460377.18,2/4/2022,12/5/2025,42289,13795,156,1.77,Good,D1,D1-41-10,BATCH-2023753,Euro Logistics,1/12/2025,2,EMP-00048,Ambient,None,8.90401E+12,43.89,191x26x26
INV-0001913,WH-009,CNF Salmiya Distribution Center,Kuwait,Salmiya,SKU-FAS-9644-342,Fashion,Sunglasses,3042,356,6820,1194.7,1676.28,3634277.4,2/7/2020,12/5/2025,33354,8053,378,2.65,Good,A2,A2-49-3,BATCH-2022734,Local Distributors,10/18/2021,-33,EMP-00184,Ambient,None,8.90264E+12,4.81,11x35x50
INV-0001914,WH-014,CNF Riffa Distribution Center,Bahrain,Riffa,SKU-AUT-4716-279,Automotive,Car Care,7463,361,10750,2407.64,4187.68,17968217.32,12/13/2022,12/5/2025,22785,14994,620,2.01,Good,Cold Zone,Cold Zone-7-4,BATCH-2022195,China Export Hub,8/9/2025,-16,EMP-00274,Ambient,None,8.90947E+12,49.31,181x35x38
INV-0001915,WH-013,CNF Manama Distribution Center,Bahrain,Manama,SKU-AUT-9941-156,Automotive,Lighting,9043,448,12078,2065.01,3927.4,18673885.43,10/19/2024,12/5/2025,29081,9588,467,1.06,Good,B1,B1-36-6,BATCH-2025315,Local Distributors,7/20/2025,-38,EMP-00252,Ambient,None,8.90134E+12,98.09,144x59x5
INV-0001916,WH-005,CNF Jeddah Distribution Center,Saudi Arabia,Jeddah,SKU-FOO-5656-555,Food & Beverage,Beverages,807,499,1629,4549.76,10316.02,3671656.32,7/21/2023,8/11/2024,28724,8082,28,10.01,Good,C1,C1-10-7,BATCH-2020207,Gulf Manufacturing,9/22/2023,25,EMP-00175,-20°C,Class 4,8.90855E+12,64.25,194x88x18
INV-0001917,WH-009,CNF Salmiya Distribution Center,Kuwait,Salmiya,SKU-FAS-2783-114,Fashion,Bags,886,184,2911,862.33,2548.45,764024.38,1/20/2021,12/5/2025,32566,2419,61,2.73,Damaged,High Value,High Value-14-6,BATCH-2025044,China Export Hub,5/28/2021,-17,EMP-00018,Ambient,None,8.90287E+12,33.41,101x82x15
INV-0001918,WH-014,CNF Riffa Distribution Center,Bahrain,Riffa,SKU-AUT-7957-969,Automotive,Car Parts,4389,350,5295,697.2,1346.95,3060010.8,10/7/2025,12/5/2025,10274,3995,32,0.91,Good,B1,B1-30-4,BATCH-2023087,India Trade Center,10/21/2025,-30,EMP-00190,Ambient,Class 4,8.90657E+12,70.24,54x78x30
INV-0001919,WH-006,CNF Dammam Distribution Center,Saudi Arabia,Dammam,SKU-SPO-1200-236,Sports & Outdoors,Fishing,3578,121,6636,3191.08,4437.93,11417684.24,8/7/2019,12/5/2025,27892,17891,135,5,Good,High Value,High Value-32-4,BATCH-2021227,China Export Hub,4/12/2020,-49,EMP-00020,Ambient,None,8.90668E+12,26.29,98x12x48
INV-0001920,WH-011,CNF Al Wakrah Distribution Center,Qatar,Al Wakrah,SKU-ELE-8901-194,Electronics,Laptops,1571,167,3407,3149.79,7986.27,4948320.09,8/22/2020,12/5/2025,7904,68,1,0.04,Good,B1,B1-46-4,BATCH-2023482,Global Supply Co.,11/23/2020,26,EMP-00058,Ambient,None,8.9057E+12,17.02,24x81x6
INV-0001921,WH-004,CNF Riyadh Distribution Center,Saudi Arabia,Riyadh,SKU-SPO-1014-662,Sports & Outdoors,Team Sports,3433,493,5436,1074.43,1553.74,3688518.19,12/2/2021,12/5/2025,24026,11573,300,3.37,Good,A2,A2-30-4,BATCH-2025767,Asia Trade Partners,3/1/2025,-25,EMP-00135,Ambient,None,8.90956E+12,14.89,128x38x26
INV-0001922,WH-005,CNF Jeddah Distribution Center,Saudi Arabia,Jeddah,SKU-SPO-1220-807,Sports & Outdoors,Hiking Equipment,4592,357,8373,2098.62,4804.11,9636863.04,7/2/2022,12/5/2025,43394,8986,306,1.96,Quarantine,B1,B1-31-4,BATCH-2024390,Global Supply Co.,3/27/2024,39,EMP-00274,Ambient,None,8.90297E+12,6.78,139x13x45
INV-0001923,WH-012,CNF Al Khor Distribution Center,Qatar,Al Khor,SKU-FOO-6693-898,Food & Beverage,Confectionery,7680,374,12542,2028.77,5887.46,15580953.6,8/18/2022,5/31/2023,11060,8040,294,1.05,Good,B2,B2-45-3,BATCH-2022878,India Trade Center,9/2/2025,24,EMP-00140,15-25°C,None,8.90885E+12,22.8,150x36x33
INV-0001924,WH-001,CNF Dubai Distribution Center,UAE,Dubai,SKU-HOM-5029-467,Home & Garden,Lighting,970,439,4491,4609.5,10761.8,4471215,9/5/2022,12/5/2025,16237,231,3,0.24,Good,D1,D1-25-4,BATCH-2019036,Euro Logistics,4/12/2023,6,EMP-00018,Ambient,None,8.90395E+12,23.76,60x39x32
INV-0001925,WH-005,CNF Jeddah Distribution Center,Saudi Arabia,Jeddah,SKU-IND-7629-501,Industrial,Hardware,2194,314,5894,1457.58,3676.08,3197930.52,6/18/2022,12/5/2025,46193,12430,256,5.67,Good,A1,A1-28-2,BATCH-2020510,Global Supply Co.,11/2/2024,41,EMP-00284,Ambient,None,8.90937E+12,99.71,173x37x17
INV-0001926,WH-004,CNF Riyadh Distribution Center,Saudi Arabia,Riyadh,SKU-SPO-7316-611,Sports & Outdoors,Sports Shoes,3928,145,5606,3400.64,7036.73,13357713.92,1/9/2023,12/5/2025,28398,8042,88,2.05,Recalled,Hazmat Zone,Hazmat Zone-37-10,BATCH-2019315,India Trade Center,4/4/2025,-3,EMP-00140,Ambient,None,8.90793E+12,90.83,123x48x22
INV-0001927,WH-017,CNF Salalah Distribution Center,Oman,Salalah,SKU-AUT-5635-727,Automotive,Car Accessories,1238,409,2416,1797.34,3106.7,2225106.92,6/6/2022,12/5/2025,20182,18579,349,15.01,Good,C1,C1-47-8,BATCH-2025044,Asia Trade Partners,9/20/2022,-32,EMP-00135,Ambient,None,8.90668E+12,54.48,111x49x7
INV-0001928,WH-008,CNF Hawalli Distribution Center,Kuwait,Hawalli,SKU-FOO-1351-273,Food & Beverage,Packaged Foods,1181,472,1776,3747.08,7866.6,4425301.48,11/11/2020,7/1/2021,36274,25483,985,21.58,Good,C1,C1-24-8,BATCH-2020242,Gulf Manufacturing,8/15/2025,43,EMP-00048,Frozen,None,8.90115E+12,56.41,47x15x37
INV-0001929,WH-005,CNF Jeddah Distribution Center,Saudi Arabia,Jeddah,SKU-ELE-5654-776,Electronics,Gaming Consoles,7647,496,12599,2596.97,6206.83,19859029.59,9/12/2019,12/5/2025,37797,2277,83,0.3,Good,High Value,High Value-45-4,BATCH-2021122,Local Distributors,10/20/2020,-33,EMP-00020,Ambient,None,8.90969E+12,3.53,22x65x36
INV-0001930,WH-007,CNF Kuwait City Distribution Center,Kuwait,Kuwait City,SKU-BEA-4533-630,Beauty & Health,Medical Devices,4634,354,8630,3256.48,7148.95,15090528.32,1/4/2020,7/3/2020,41017,21109,2,4.56,Good,A2,A2-31-2,BATCH-2021980,Euro Logistics,8/2/2021,-40,EMP-00294,2-8°C,None,8.90779E+12,2.53,112x59x15
INV-0001931,WH-003,CNF Sharjah Distribution Center,UAE,Sharjah,SKU-FOO-3101-887,Food & Beverage,Beverages,1165,78,4454,4050.21,11129.42,4718494.65,10/29/2019,8/29/2020,49786,5534,244,4.75,Good,A2,A2-11-6,BATCH-2019906,India Trade Center,11/12/2025,14,EMP-00299,2-8°C,None,8.90897E+12,83.51,56x52x6
INV-0001932,WH-001,CNF Dubai Distribution Center,UAE,Dubai,SKU-BEA-9581-759,Beauty & Health,Body Care,5156,442,8078,2644.62,7780.77,13635660.72,4/11/2023,10/22/2023,49763,744,26,0.14,Good,C1,C1-42-9,BATCH-2023929,Asia Trade Partners,7/14/2023,-18,EMP-00058,Ambient,None,8.90153E+12,48.81,181x24x39
INV-0001933,WH-002,CNF Abu Dhabi Distribution Center,UAE,Abu Dhabi,SKU-ELE-8641-407,Electronics,Smartphones,8605,306,11906,2762.45,8111.59,23770882.25,6/20/2025,12/5/2025,20205,8924,418,1.04,Good,Cold Zone,Cold Zone-1-6,BATCH-2019366,India Trade Center,11/23/2025,21,EMP-00182,Ambient,None,8.90417E+12,21.6,43x51x47
INV-0001934,WH-013,CNF Manama Distribution Center,Bahrain,Manama,SKU-HOM-6244-515,Home & Garden,Bedding,2195,472,2421,172.45,226.28,378527.75,2/7/2025,12/5/2025,25344,16860,60,7.68,Good,Cold Zone,Cold Zone-50-10,BATCH-2019780,Gulf Manufacturing,2/18/2025,30,EMP-00127,Ambient,None,8.90254E+12,42.4,111x39x27
INV-0001935,WH-005,CNF Jeddah Distribution Center,Saudi Arabia,Jeddah,SKU-HOM-7319-100,Home & Garden,Cleaning,2477,405,4966,3123.9,7222.23,7737900.3,7/17/2020,12/5/2025,4852,109,1,0.04,Good,Cold Zone,Cold Zone-50-7,BATCH-2020399,China Export Hub,6/13/2022,-12,EMP-00135,Ambient,None,8.90468E+12,30.97,9x26x8
INV-0001936,WH-015,CNF Muharraq Distribution Center,Bahrain,Muharraq,SKU-ELE-7820-345,Electronics,Tablets,8897,374,13049,956.58,1323.46,8510692.26,10/24/2020,12/5/2025,48365,22816,941,2.56,Good,C1,C1-28-1,BATCH-2023260,Local Distributors,2/8/2024,30,EMP-00240,Ambient,Class 3,8.90148E+12,8.37,127x38x42
INV-0001937,WH-002,CNF Abu Dhabi Distribution Center,UAE,Abu Dhabi,SKU-HOM-7808-704,Home & Garden,Decor,7140,411,10330,4221.36,8870.68,30140510.4,12/28/2025,12/5/2025,3932,1252,56,0.18,Good,B1,B1-8-4,BATCH-2019993,Local Distributors,12/28/2025,13,EMP-00290,Ambient,None,8.90373E+12,47.73,62x82x8
INV-0001938,WH-005,CNF Jeddah Distribution Center,Saudi Arabia,Jeddah,SKU-FAS-9898-942,Fashion,Accessories,7401,298,9152,520.36,915.93,3851184.36,10/23/2025,12/5/2025,38782,124,3,0.02,Good,B2,B2-48-4,BATCH-2021009,Asia Trade Partners,12/6/2025,-26,EMP-00135,Ambient,None,8.90787E+12,9.79,192x72x15
INV-0001939,WH-009,CNF Salmiya Distribution Center,Kuwait,Salmiya,SKU-IND-8561-950,Industrial,Machinery,4400,241,7497,434.7,581.75,1912680,6/4/2020,12/5/2025,24384,21680,716,4.93,Good,C2,C2-49-2,BATCH-2019407,Asia Trade Partners,12/3/2021,9,EMP-00290,Ambient,None,8.90322E+12,16.97,72x11x24
INV-0001940,WH-005,CNF Jeddah Distribution Center,Saudi Arabia,Jeddah,SKU-IND-5133-700,Industrial,Machinery,8971,194,11604,4995.03,10525.71,44810414.13,1/17/2023,12/5/2025,20295,15547,706,1.73,Good,High Value,High Value-4-7,BATCH-2020520,China Export Hub,12/15/2025,-27,EMP-00182,Ambient,None,8.90782E+12,83.12,89x73x45
INV-0001941,WH-011,CNF Al Wakrah Distribution Center,Qatar,Al Wakrah,SKU-FAS-4327-740,Fashion,Kids Clothing,3288,74,4076,1934.31,4616.67,6360011.28,10/18/2020,12/5/2025,12482,6544,210,1.99,Good,Cold Zone,Cold Zone-4-3,BATCH-2025702,China Export Hub,8/27/2021,44,EMP-00018,Ambient,None,8.90375E+12,98.08,64x28x46
INV-0001942,WH-011,CNF Al Wakrah Distribution Center,Qatar,Al Wakrah,SKU-HOM-9532-583,Home & Garden,Furniture,1498,475,1773,1716.04,4047.26,2570627.92,2/1/2022,12/5/2025,11478,8502,171,5.68,Good,D1,D1-48-6,BATCH-2025274,China Export Hub,7/1/2023,43,EMP-00060,Ambient,None,8.90509E+12,25.23,118x99x15
INV-0001943,WH-015,CNF Muharraq Distribution Center,Bahrain,Muharraq,SKU-HOM-8673-819,Home & Garden,Dining,3065,312,7850,2637.05,6905.75,8082558.25,8/19/2024,12/5/2025,22337,5273,65,1.72,Good,B1,B1-46-2,BATCH-2020424,Euro Logistics,10/21/2024,10,EMP-00252,Ambient,None,8.90682E+12,82.12,8x58x32
INV-0001944,WH-003,CNF Sharjah Distribution Center,UAE,Sharjah,SKU-FOO-1096-497,Food & Beverage,Dairy,9128,103,12733,3200.12,4028.02,29210695.36,2/10/2024,10/11/2025,15062,2417,44,0.26,Good,High Value,High Value-16-10,BATCH-2025478,Euro Logistics,9/14/2024,19,EMP-00060,2-8°C,None,8.9089E+12,24.84,44x6x6
INV-0001945,WH-018,CNF Sohar Distribution Center,Oman,Sohar,SKU-SPO-9313-743,Sports & Outdoors,Yoga,1816,176,3944,3815.2,6085.91,6928403.2,3/21/2019,12/5/2025,12509,12115,400,6.67,Good,A2,A2-30-2,BATCH-2021820,Asia Trade Partners,9/23/2025,4,EMP-00284,Ambient,None,8.90833E+12,24.65,198x83x40
INV-0001946,WH-004,CNF Riyadh Distribution Center,Saudi Arabia,Riyadh,SKU-HOM-3393-703,Home & Garden,Storage,9485,78,11870,1687.69,3087.24,16007739.65,3/3/2024,12/5/2025,26812,3003,114,0.32,Good,B1,B1-33-1,BATCH-2024525,India Trade Center,12/6/2024,18,EMP-00174,Ambient,None,8.9076E+12,45.63,78x44x29
INV-0001947,WH-009,CNF Salmiya Distribution Center,Kuwait,Salmiya,SKU-FAS-7122-981,Fashion,Kids Clothing,5768,225,6013,2731.28,5093.26,15754023.04,5/29/2019,12/5/2025,3158,1248,61,0.22,Damaged,Hazmat Zone,Hazmat Zone-15-10,BATCH-2019057,India Trade Center,1/24/2020,-44,EMP-00274,Ambient,None,8.90696E+12,14.22,60x70x18
INV-0001948,WH-007,CNF Kuwait City Distribution Center,Kuwait,Kuwait City,SKU-IND-2795-309,Industrial,Measuring,2308,86,5218,4846.83,12648.25,11186483.64,7/12/2020,12/5/2025,37280,12760,360,5.53,Good,B2,B2-1-4,BATCH-2022726,Asia Trade Partners,3/11/2024,14,EMP-00174,Ambient,None,8.90103E+12,24.53,72x43x35
INV-0001949,WH-009,CNF Salmiya Distribution Center,Kuwait,Salmiya,SKU-ELE-3551-326,Electronics,Smartphones,5786,380,8123,1185.78,1737.2,6860923.08,7/30/2021,12/5/2025,4545,1927,41,0.33,Good,C2,C2-29-7,BATCH-2024899,China Export Hub,12/22/2021,14,EMP-00244,Ambient,None,8.90938E+12,80.15,136x23x5
INV-0001950,WH-008,CNF Hawalli Distribution Center,Kuwait,Hawalli,SKU-FOO-1171-295,Food & Beverage,Bakery,7376,368,8396,3945.4,6835.02,29101270.4,12/15/2020,10/9/2022,38042,19736,420,2.68,Recalled,Hazmat Zone,Hazmat Zone-7-4,BATCH-2020972,Local Distributors,12/26/2022,37,EMP-00162,15-25°C,None,8.90697E+12,90.48,101x13x11
INV-0001951,WH-006,CNF Dammam Distribution Center,Saudi Arabia,Dammam,SKU-SPO-8138-579,Sports & Outdoors,Team Sports,5528,63,7385,1853.13,4134.48,10244102.64,9/1/2020,12/5/2025,9296,2201,69,0.4,Good,B1,B1-34-10,BATCH-2019898,India Trade Center,2/16/2024,-42,EMP-00190,Ambient,None,8.90698E+12,69.78,176x39x24
INV-0001952,WH-016,CNF Muscat Distribution Center,Oman,Muscat,SKU-SPO-2279-578,Sports & Outdoors,Team Sports,3830,376,7413,4335.57,7979.85,16605233.1,3/12/2022,12/5/2025,4164,1046,8,0.27,Good,C2,C2-40-5,BATCH-2024898,Euro Logistics,10/16/2023,19,EMP-00046,Ambient,None,8.90957E+12,55.77,29x62x22
INV-0001953,WH-006,CNF Dammam Distribution Center,Saudi Arabia,Dammam,SKU-HOM-1903-930,Home & Garden,Storage,6420,394,9780,3395.42,6778.72,21798596.4,8/21/2021,12/5/2025,16519,531,11,0.08,Good,High Value,High Value-17-1,BATCH-2024442,Turkey Logistics,1/5/2025,-1,EMP-00244,Ambient,None,8.90934E+12,0.3,19x88x38
INV-0001954,WH-013,CNF Manama Distribution Center,Bahrain,Manama,SKU-SPO-5724-445,Sports & Outdoors,Team Sports,3831,312,5509,879.3,2508.51,3368598.3,9/24/2020,12/5/2025,13688,1803,0,0.47,Good,Hazmat Zone,Hazmat Zone-19-4,BATCH-2021808,China Export Hub,11/30/2021,2,EMP-00048,Ambient,None,8.90139E+12,92.28,43x96x31
INV-0001955,WH-016,CNF Muscat Distribution Center,Oman,Muscat,SKU-FAS-4252-739,Fashion,Shoes,534,415,931,4307.22,5984.69,2300055.48,10/7/2021,12/5/2025,35185,9319,428,17.45,Good,Cold Zone,Cold Zone-50-2,BATCH-2023847,Turkey Logistics,6/22/2024,-20,EMP-00127,Ambient,None,8.90969E+12,42.27,182x13x22
INV-0001956,WH-006,CNF Dammam Distribution Center,Saudi Arabia,Dammam,SKU-SPO-6339-472,Sports & Outdoors,Swimming Gear,2419,130,7332,2561.11,3204.83,6195325.09,10/8/2022,12/5/2025,33072,12160,489,5.03,Good,A1,A1-40-2,BATCH-2021091,Euro Logistics,11/25/2022,35,EMP-00058,Ambient,None,8.90199E+12,86.86,118x55x41
INV-0001957,WH-009,CNF Salmiya Distribution Center,Kuwait,Salmiya,SKU-FOO-9911-484,Food & Beverage,Organic Foods,9118,435,13451,4973,8803.4,45343814,4/9/2024,5/12/2025,30880,1612,79,0.18,Good,B2,B2-4-3,BATCH-2024383,Turkey Logistics,5/12/2024,11,EMP-00174,2-8°C,None,8.90963E+12,79.29,136x72x8
INV-0001958,WH-006,CNF Dammam Distribution Center,Saudi Arabia,Dammam,SKU-FOO-3007-368,Food & Beverage,Snacks,6354,235,11289,3492.5,7479.31,22191345,9/1/2019,9/13/2020,27733,23945,709,3.77,Good,B1,B1-5-10,BATCH-2019843,India Trade Center,11/26/2025,-44,EMP-00162,Frozen,None,8.90257E+12,46.01,62x86x43
INV-0001959,WH-002,CNF Abu Dhabi Distribution Center,UAE,Abu Dhabi,SKU-BEA-4607-745,Beauty & Health,Makeup,3909,415,4073,1411.92,2411.24,5519195.28,4/13/2021,1/17/2023,2035,1239,51,0.32,Good,C1,C1-24-5,BATCH-2025036,India Trade Center,4/15/2022,4,EMP-00020,Frozen,None,8.90142E+12,12.07,66x79x23
INV-0001960,WH-007,CNF Kuwait City Distribution Center,Kuwait,Kuwait City,SKU-IND-7537-950,Industrial,Machinery,5611,203,6084,2625.65,3755.77,14732522.15,1/11/2023,12/5/2025,9834,2280,65,0.41,Good,Hazmat Zone,Hazmat Zone-9-9,BATCH-2025688,Local Distributors,11/5/2023,3,EMP-00252,Ambient,None,8.90446E+12,34.57,162x100x7
INV-0001961,WH-012,CNF Al Khor Distribution Center,Qatar,Al Khor,SKU-FOO-9030-282,Food & Beverage,Organic Foods,5372,50,5826,3376.93,6457.81,18140867.96,3/23/2023,11/28/2023,13156,5926,295,1.1,Good,C2,C2-11-3,BATCH-2024017,Local Distributors,6/7/2025,34,EMP-00058,Frozen,None,8.90118E+12,39.6,145x56x6
INV-0001962,WH-010,CNF Doha Distribution Center,Qatar,Doha,SKU-HOM-3054-375,Home & Garden,Lighting,6376,360,6879,2433.31,6961.42,15514784.56,4/23/2021,12/5/2025,20429,9354,238,1.47,Good,High Value,High Value-48-2,BATCH-2025916,Asia Trade Partners,2/15/2023,36,EMP-00184,Ambient,None,8.9025E+12,48.12,191x89x50
INV-0001963,WH-007,CNF Kuwait City Distribution Center,Kuwait,Kuwait City,SKU-SPO-8863-349,Sports & Outdoors,Team Sports,4595,430,6827,3621.36,8575.41,16640149.2,6/12/2025,12/5/2025,25828,2044,23,0.44,Good,C2,C2-32-5,BATCH-2021154,Global Supply Co.,10/2/2025,25,EMP-00058,Ambient,None,8.90648E+12,41.54,95x18x13
INV-0001964,WH-002,CNF Abu Dhabi Distribution Center,UAE,Abu Dhabi,SKU-FAS-5811-297,Fashion,Bags,4813,254,8539,2069.83,3139.56,9962091.79,2/19/2019,12/5/2025,5682,4545,139,0.94,Good,B2,B2-20-7,BATCH-2025517,Gulf Manufacturing,9/7/2025,-19,EMP-00290,Ambient,None,8.90281E+12,6.92,154x45x6
INV-0001965,WH-008,CNF Hawalli Distribution Center,Kuwait,Hawalli,SKU-FAS-3576-460,Fashion,Sunglasses,579,193,1047,4788,6632.51,2772252,12/24/2024,12/5/2025,16517,5292,30,9.14,Recalled,Hazmat Zone,Hazmat Zone-47-2,BATCH-2025181,Global Supply Co.,6/5/2025,-26,EMP-00058,Ambient,None,8.90825E+12,49.89,100x44x47
INV-0001966,WH-015,CNF Muharraq Distribution Center,Bahrain,Muharraq,SKU-ELE-4355-571,Electronics,Cameras,8444,340,12497,4161.57,5491.17,35140297.08,6/11/2022,12/5/2025,333,196,0,0.02,Good,C1,C1-5-8,BATCH-2024671,China Export Hub,1/23/2025,-9,EMP-00294,Ambient,None,8.90983E+12,93.02,160x71x47
INV-0001967,WH-010,CNF Doha Distribution Center,Qatar,Doha,SKU-BEA-1328-824,Beauty & Health,Vitamins,863,144,1551,2981,8047.65,2572603,2/24/2022,12/1/2022,38405,19259,35,22.32,Quarantine,Cold Zone,Cold Zone-34-5,BATCH-2019847,Local Distributors,6/13/2024,11,EMP-00190,Frozen,Class 6,8.90561E+12,38.71,182x53x8
INV-0001968,WH-006,CNF Dammam Distribution Center,Saudi Arabia,Dammam,SKU-ELE-2464-262,Electronics,Speakers,3661,309,4447,3950.56,7233.37,14463000.16,2/17/2025,12/5/2025,6165,4151,137,1.13,Good,C2,C2-10-5,BATCH-2024783,India Trade Center,5/4/2025,35,EMP-00058,Ambient,None,8.90249E+12,57.81,60x17x47
INV-0001969,WH-008,CNF Hawalli Distribution Center,Kuwait,Hawalli,SKU-FOO-1963-414,Food & Beverage,Dairy,3160,170,3400,4561.9,6410.51,14415604,3/14/2022,10/29/2022,9099,1141,15,0.36,Good,D1,D1-1-6,BATCH-2023864,China Export Hub,5/9/2025,34,EMP-00252,15-25°C,None,8.90826E+12,65,54x31x16
INV-0001970,WH-001,CNF Dubai Distribution Center,UAE,Dubai,SKU-AUT-3745-496,Automotive,Tires,6460,70,10710,3572.97,8784.54,23081386.2,11/20/2022,12/5/2025,45402,8287,255,1.28,Good,B2,B2-41-8,BATCH-2021320,Asia Trade Partners,8/10/2025,-18,EMP-00018,Ambient,None,8.90824E+12,18.72,145x54x26
INV-0001971,WH-009,CNF Salmiya Distribution Center,Kuwait,Salmiya,SKU-SPO-8297-884,Sports & Outdoors,Yoga,450,295,4265,1213.92,1804.89,546264,3/9/2019,12/5/2025,116,53,1,0.12,Good,High Value,High Value-40-2,BATCH-2021193,Turkey Logistics,3/14/2023,21,EMP-00058,Ambient,None,8.90753E+12,92.17,155x37x22
INV-0001972,WH-016,CNF Muscat Distribution Center,Oman,Muscat,SKU-BEA-8238-808,Beauty & Health,Fragrances,9491,431,13343,4963.28,12465.71,47106490.48,7/4/2019,5/29/2021,23408,12640,138,1.33,Good,D1,D1-3-2,BATCH-2021147,Turkey Logistics,11/1/2025,5,EMP-00135,Frozen,None,8.90652E+12,56.14,103x29x15
INV-0001973,WH-011,CNF Al Wakrah Distribution Center,Qatar,Al Wakrah,SKU-SPO-4931-709,Sports & Outdoors,Hiking Equipment,4764,292,8959,4337.94,7012.94,20665946.16,1/25/2021,12/5/2025,42753,16892,403,3.55,Good,High Value,High Value-3-8,BATCH-2019539,India Trade Center,9/18/2021,40,EMP-00172,Ambient,Class 5,8.90857E+12,19.37,105x26x10
INV-0001974,WH-017,CNF Salalah Distribution Center,Oman,Salalah,SKU-BEA-1169-357,Beauty & Health,Vitamins,3684,421,5721,3300.52,4107.71,12159115.68,12/21/2024,12/31/2025,20046,13140,543,3.57,Good,C1,C1-26-8,BATCH-2024814,Turkey Logistics,2/27/2025,34,EMP-00058,Ambient,None,8.90598E+12,82.9,127x58x38
